nohup: ignoring input
Namespace(adam_betas='(0.9, 0.997)', adam_eps=1e-09, adaptive_softmax_cutoff=None, amp=True, amp_level='O2', arch='transformer_wmt_en_de_big_t2t', attention_dropout=0.1, beam=4, bpe_codes=None, buffer_size=64, clip_norm=0.0, cpu=False, criterion='label_smoothed_cross_entropy', data='/data/wmt14_en_de_joined_dict', decoder_attention_heads=16, decoder_embed_dim=1024, decoder_embed_path=None, decoder_ffn_embed_dim=4096, decoder_layers=6, decoder_learned_pos=False, decoder_normalize_before=True, device_id=0, distributed_backend='nccl', distributed_init_method=None, distributed_port=-1, distributed_rank=0, distributed_world_size=1, do_sanity_check=False, dropout=0.1, enable_parallel_backward_allred_opt=False, enable_parallel_backward_allred_opt_correctness_check=False, encoder_attention_heads=16, encoder_embed_dim=1024, encoder_embed_path=None, encoder_ffn_embed_dim=4096, encoder_layers=6, encoder_learned_pos=False, encoder_normalize_before=True, fp16=False, fuse_dropout_add=False, fuse_layer_norm=True, fuse_relu_dropout=False, gen_subset='test', keep_interval_updates=-1, label_smoothing=0.1, left_pad_source=True, left_pad_target=False, lenpen=1, local_rank=0, log_interval=10, lr=[0.0006], lr_scheduler='inverse_sqrt', lr_shrink=0.1, max_epoch=1, max_len_a=0, max_len_b=200, max_positions=(1024, 1024), max_sentences=None, max_sentences_valid=None, max_source_positions=1024, max_target_positions=1024, max_tokens=5120, max_update=0, min_len=1, min_loss_scale=0.0001, min_lr=0.0, model_overrides='{}', momentum=0.99, nbest=1, no_beamable_mm=False, no_early_stop=False, no_epoch_checkpoints=True, no_save=False, no_token_positional_embeddings=False, num_shards=1, online_eval=False, optimizer='adam', pad_sequence=1, parallel_backward_allred_opt_threshold=0, path=None, prefix_size=0, print_alignment=False, profile=False, profiler_file=None, profiler_steps=100, quiet=False, raw_text=False, relu_dropout=0.1, remove_bpe=None, replace_unk=None, restore_file='checkpoint_last.pt', sampling=False, sampling_temperature=1, sampling_topk=-1, save_dir='/results', save_interval=1, save_interval_updates=0, save_predictions=False, score_reference=False, seed=1, sentence_avg=False, sentencepiece=False, shard_id=0, share_all_embeddings=True, share_decoder_input_output_embed=False, skip_invalid_size_inputs_valid_test=False, source_lang=None, stat_file='/results/run_log.json', target_bleu=0.0, target_lang=None, test_cased_bleu=False, train_subset='train', unkpen=0, unnormalized=False, update_freq=[1], valid_subset='valid', validate_interval=1, warmup_init_lr=0.0, warmup_updates=4000, weight_decay=0.0)
| [en] dictionary: 33712 types
| [de] dictionary: 33712 types
| /data/wmt14_en_de_joined_dict train 4575637 examples
| /data/wmt14_en_de_joined_dict valid 3000 examples
| /data/wmt14_en_de_joined_dict test 3003 examples
| num. model params: 210808832
Selected optimization level O2:  FP16 training with FP32 batchnorm and FP32 master weights.

Defaults for this optimization level are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : dynamic
Processing user overrides (additional kwargs that are not None)...
After processing overrides, optimization options are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : dynamic
| model transformer_wmt_en_de_big_t2t, criterion LabelSmoothedCrossEntropyCriterion
| training on 1 GPUs
| max tokens per GPU = 5120 and max sentences per GPU = None
| Sentences are being padded to multiples of: 1
| Sentences are being padded to multiples of: 1
| Sentences are being padded to multiples of: 1
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 8192.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 4096.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 2048.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 1024.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 512.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 256.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 128.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 64.0
Transformer | epoch 0 | step 10 |avg loss 16.126 |avg tokens 4746.000 |tokens/s 35038.571 |walltime 12.191 |
Transformer | epoch 0 | step 6070 |avg loss 5.955 |avg tokens 4571.900 |tokens/s 33008.949 |walltime 843.293 |
Transformer | epoch 0 | step 6080 |avg loss 6.726 |avg tokens 3983.800 |tokens/s 30522.523 |walltime 844.598 |
Transformer | epoch 0 | step 6090 |avg loss 6.258 |avg tokens 4429.200 |tokens/s 31929.178 |walltime 845.985 |
Transformer | epoch 0 | step 6100 |avg loss 6.508 |avg tokens 4248.800 |tokens/s 31564.177 |walltime 847.331 |
Transformer | epoch 0 | step 6110 |avg loss 6.673 |avg tokens 4191.800 |tokens/s 31000.229 |walltime 848.683 |
Transformer | epoch 0 | step 6120 |avg loss 5.883 |avg tokens 4347.300 |tokens/s 31177.231 |walltime 850.078 |
Transformer | epoch 0 | step 6130 |avg loss 6.358 |avg tokens 4275.200 |tokens/s 32507.501 |walltime 851.393 |
Transformer | epoch 0 | step 6140 |avg loss 6.194 |avg tokens 4477.800 |tokens/s 31911.575 |walltime 852.796 |
Transformer | epoch 0 | step 6150 |avg loss 6.618 |avg tokens 4063.100 |tokens/s 30194.400 |walltime 854.142 |
Transformer | epoch 0 | step 6160 |avg loss 6.011 |avg tokens 4832.200 |tokens/s 33669.595 |walltime 855.577 |
Transformer | epoch 0 | step 6170 |avg loss 5.923 |avg tokens 4673.300 |tokens/s 32553.971 |walltime 857.013 |
Transformer | epoch 0 | step 6180 |avg loss 6.972 |avg tokens 4442.300 |tokens/s 30494.681 |walltime 858.469 |
Transformer | epoch 0 | step 6190 |avg loss 6.026 |avg tokens 4277.100 |tokens/s 31423.541 |walltime 859.830 |
Transformer | epoch 0 | step 6200 |avg loss 6.854 |avg tokens 3508.700 |tokens/s 27014.778 |walltime 861.129 |
Transformer | epoch 0 | step 6210 |avg loss 6.862 |avg tokens 4281.600 |tokens/s 34015.529 |walltime 862.388 |
Transformer | epoch 0 | step 6220 |avg loss 5.894 |avg tokens 4976.400 |tokens/s 33634.510 |walltime 863.868 |
Transformer | epoch 0 | step 6230 |avg loss 6.006 |avg tokens 4799.200 |tokens/s 34976.559 |walltime 865.240 |
Transformer | epoch 0 | step 6240 |avg loss 5.853 |avg tokens 4651.200 |tokens/s 33384.272 |walltime 866.633 |
Transformer | epoch 0 | step 6250 |avg loss 5.889 |avg tokens 4634.700 |tokens/s 32601.033 |walltime 868.055 |
Transformer | epoch 0 | step 6260 |avg loss 5.712 |avg tokens 4682.400 |tokens/s 32775.142 |walltime 869.483 |
Transformer | epoch 0 | step 6270 |avg loss 6.192 |avg tokens 4843.400 |tokens/s 34696.599 |walltime 870.879 |
Transformer | epoch 0 | step 6280 |avg loss 5.927 |avg tokens 4779.200 |tokens/s 35242.782 |walltime 872.235 |
Transformer | epoch 0 | step 6290 |avg loss 6.128 |avg tokens 4834.100 |tokens/s 34750.193 |walltime 873.626 |
Transformer | epoch 0 | step 6300 |avg loss 6.207 |avg tokens 4579.900 |tokens/s 32328.601 |walltime 875.043 |
Transformer | epoch 0 | step 6310 |avg loss 6.613 |avg tokens 4461.900 |tokens/s 33244.451 |walltime 876.385 |
Transformer | epoch 0 | step 6320 |avg loss 6.412 |avg tokens 4766.100 |tokens/s 35002.454 |walltime 877.747 |
Transformer | epoch 0 | step 6330 |avg loss 5.955 |avg tokens 4811.500 |tokens/s 34841.506 |walltime 879.128 |
Transformer | epoch 0 | step 6340 |avg loss 5.951 |avg tokens 4386.400 |tokens/s 31500.122 |walltime 880.520 |
Transformer | epoch 0 | step 6350 |avg loss 6.175 |avg tokens 4858.800 |tokens/s 35356.548 |walltime 881.895 |
Transformer | epoch 0 | step 6360 |avg loss 6.177 |avg tokens 4440.800 |tokens/s 33146.169 |walltime 883.234 |
Transformer | epoch 0 | step 6370 |avg loss 6.154 |avg tokens 4299.800 |tokens/s 31709.385 |walltime 884.590 |
Transformer | epoch 0 | step 6380 |avg loss 6.227 |avg tokens 4332.900 |tokens/s 32058.801 |walltime 885.942 |
Transformer | epoch 0 | step 6390 |avg loss 6.341 |avg tokens 4825.100 |tokens/s 35362.411 |walltime 887.306 |
Transformer | epoch 0 | step 6400 |avg loss 5.621 |avg tokens 4639.200 |tokens/s 32868.712 |walltime 888.718 |
Transformer | epoch 0 | step 6410 |avg loss 5.943 |avg tokens 4543.500 |tokens/s 32000.835 |walltime 890.138 |
Transformer | epoch 0 | step 6420 |avg loss 6.683 |avg tokens 4013.500 |tokens/s 31127.201 |walltime 891.427 |
Transformer | epoch 0 | step 6430 |avg loss 5.976 |avg tokens 4544.200 |tokens/s 33061.368 |walltime 892.801 |
Transformer | epoch 0 | step 6440 |avg loss 6.013 |avg tokens 4657.400 |tokens/s 34249.746 |walltime 894.161 |
Transformer | epoch 0 | step 6450 |avg loss 6.166 |avg tokens 4717.100 |tokens/s 34142.213 |walltime 895.543 |
Transformer | epoch 0 | step 6460 |avg loss 6.171 |avg tokens 4130.900 |tokens/s 30904.948 |walltime 896.880 |
Transformer | epoch 0 | step 6470 |avg loss 5.964 |avg tokens 4565.600 |tokens/s 32729.899 |walltime 898.274 |
Transformer | epoch 0 | step 6480 |avg loss 5.435 |avg tokens 4682.600 |tokens/s 33049.874 |walltime 899.691 |
Transformer | epoch 0 | step 6490 |avg loss 6.017 |avg tokens 4769.600 |tokens/s 34191.529 |walltime 901.086 |
Transformer | epoch 0 | step 6500 |avg loss 6.073 |avg tokens 4646.300 |tokens/s 34084.568 |walltime 902.449 |
Transformer | epoch 0 | step 6510 |avg loss 5.635 |avg tokens 4820.700 |tokens/s 33940.361 |walltime 903.870 |
Transformer | epoch 0 | step 6520 |avg loss 6.507 |avg tokens 4183.700 |tokens/s 31916.527 |walltime 905.181 |
Transformer | epoch 0 | step 6530 |avg loss 6.135 |avg tokens 4669.000 |tokens/s 33468.951 |walltime 906.576 |
Transformer | epoch 0 | step 6540 |avg loss 6.562 |avg tokens 4303.600 |tokens/s 32952.401 |walltime 907.882 |
Transformer | epoch 0 | step 6550 |avg loss 6.789 |avg tokens 4258.900 |tokens/s 32008.552 |walltime 909.212 |
Transformer | epoch 0 | step 6560 |avg loss 6.132 |avg tokens 4704.900 |tokens/s 33005.070 |walltime 910.638 |
Transformer | epoch 0 | step 6570 |avg loss 6.349 |avg tokens 4773.300 |tokens/s 35873.534 |walltime 911.968 |
Transformer | epoch 0 | step 6580 |avg loss 6.337 |avg tokens 4481.600 |tokens/s 33713.799 |walltime 913.298 |
Transformer | epoch 0 | step 6590 |avg loss 6.567 |avg tokens 4183.000 |tokens/s 31564.437 |walltime 914.623 |
Transformer | epoch 0 | step 6600 |avg loss 6.473 |avg tokens 4447.100 |tokens/s 34177.548 |walltime 915.924 |
Transformer | epoch 0 | step 6610 |avg loss 5.921 |avg tokens 4696.700 |tokens/s 34327.295 |walltime 917.292 |
Transformer | epoch 0 | step 6620 |avg loss 5.646 |avg tokens 4371.500 |tokens/s 31442.627 |walltime 918.683 |
Transformer | epoch 0 | step 6630 |avg loss 5.647 |avg tokens 4422.400 |tokens/s 31694.534 |walltime 920.078 |
Transformer | epoch 0 | step 6640 |avg loss 6.089 |avg tokens 4593.800 |tokens/s 33224.309 |walltime 921.461 |
Transformer | epoch 0 | step 6650 |avg loss 6.081 |avg tokens 4787.400 |tokens/s 34639.272 |walltime 922.843 |
Transformer | epoch 0 | step 6660 |avg loss 5.975 |avg tokens 4567.900 |tokens/s 33314.151 |walltime 924.214 |
Transformer | epoch 0 | step 6670 |avg loss 6.056 |avg tokens 4498.900 |tokens/s 32022.217 |walltime 925.619 |
Transformer | epoch 0 | step 6680 |avg loss 6.162 |avg tokens 4368.000 |tokens/s 32709.853 |walltime 926.954 |
Transformer | epoch 0 | step 6690 |avg loss 6.533 |avg tokens 4604.300 |tokens/s 34920.591 |walltime 928.273 |
Transformer | epoch 0 | step 6700 |avg loss 6.223 |avg tokens 4301.800 |tokens/s 31802.154 |walltime 929.625 |
Transformer | epoch 0 | step 6710 |avg loss 5.670 |avg tokens 4702.600 |tokens/s 33646.834 |walltime 931.023 |
Transformer | epoch 0 | step 6720 |avg loss 6.010 |avg tokens 4368.700 |tokens/s 31862.783 |walltime 932.394 |
Transformer | epoch 0 | step 6730 |avg loss 6.296 |avg tokens 4250.700 |tokens/s 31780.983 |walltime 933.732 |
Transformer | epoch 0 | step 6740 |avg loss 6.114 |avg tokens 4324.000 |tokens/s 31710.245 |walltime 935.095 |
Transformer | epoch 0 | step 6750 |avg loss 6.394 |avg tokens 4482.000 |tokens/s 33430.924 |walltime 936.436 |
Transformer | epoch 0 | step 6760 |avg loss 5.774 |avg tokens 4498.600 |tokens/s 31677.286 |walltime 937.856 |
Transformer | epoch 0 | step 6770 |avg loss 5.979 |avg tokens 4635.300 |tokens/s 33805.030 |walltime 939.227 |
Transformer | epoch 0 | step 6780 |avg loss 6.193 |avg tokens 4844.200 |tokens/s 35181.006 |walltime 940.604 |
Transformer | epoch 0 | step 6790 |avg loss 6.064 |avg tokens 4699.300 |tokens/s 34053.961 |walltime 941.984 |
Transformer | epoch 0 | step 6800 |avg loss 6.417 |avg tokens 4374.000 |tokens/s 32663.424 |walltime 943.323 |
Transformer | epoch 0 | step 6810 |avg loss 6.146 |avg tokens 4399.600 |tokens/s 32156.469 |walltime 944.691 |
Transformer | epoch 0 | step 6820 |avg loss 6.193 |avg tokens 4745.700 |tokens/s 33736.607 |walltime 946.098 |
Transformer | epoch 0 | step 6830 |avg loss 6.303 |avg tokens 4489.900 |tokens/s 32702.124 |walltime 947.471 |
Transformer | epoch 0 | step 6840 |avg loss 6.086 |avg tokens 4652.100 |tokens/s 33854.376 |walltime 948.845 |
Transformer | epoch 0 | step 6850 |avg loss 5.733 |avg tokens 4760.700 |tokens/s 34536.691 |walltime 950.224 |
Transformer | epoch 0 | step 6860 |avg loss 5.757 |avg tokens 4758.200 |tokens/s 33873.010 |walltime 951.628 |
Transformer | epoch 0 | step 6870 |avg loss 5.988 |avg tokens 4793.500 |tokens/s 35116.222 |walltime 952.993 |
Transformer | epoch 0 | step 6880 |avg loss 5.755 |avg tokens 4641.100 |tokens/s 34452.320 |walltime 954.341 |
Transformer | epoch 0 | step 6890 |avg loss 5.671 |avg tokens 4334.000 |tokens/s 32097.703 |walltime 955.691 |
Transformer | epoch 0 | step 6900 |avg loss 5.983 |avg tokens 4516.400 |tokens/s 32466.273 |walltime 957.082 |
Transformer | epoch 0 | step 6910 |avg loss 6.337 |avg tokens 4318.300 |tokens/s 32685.827 |walltime 958.403 |
Transformer | epoch 0 | step 6920 |avg loss 6.212 |avg tokens 4509.500 |tokens/s 33608.468 |walltime 959.745 |
Transformer | epoch 0 | step 6930 |avg loss 6.303 |avg tokens 4521.000 |tokens/s 33081.477 |walltime 961.111 |
Transformer | epoch 0 | step 6940 |avg loss 5.967 |avg tokens 4183.500 |tokens/s 29976.639 |walltime 962.507 |
Transformer | epoch 0 | step 6950 |avg loss 5.835 |avg tokens 4538.400 |tokens/s 32151.986 |walltime 963.919 |
Transformer | epoch 0 | step 6960 |avg loss 6.395 |avg tokens 4481.400 |tokens/s 33709.604 |walltime 965.248 |
Transformer | epoch 0 | step 6970 |avg loss 6.356 |avg tokens 4647.500 |tokens/s 34782.978 |walltime 966.584 |
Transformer | epoch 0 | step 6980 |avg loss 6.002 |avg tokens 4731.300 |tokens/s 34143.572 |walltime 967.970 |
Transformer | epoch 0 | step 6990 |avg loss 6.144 |avg tokens 4698.600 |tokens/s 34021.685 |walltime 969.351 |
Transformer | epoch 0 | step 7000 |avg loss 5.847 |avg tokens 4260.100 |tokens/s 31644.184 |walltime 970.697 |
Transformer | epoch 0 | step 7010 |avg loss 5.495 |avg tokens 4759.000 |tokens/s 33573.452 |walltime 972.115 |
Transformer | epoch 0 | step 7020 |avg loss 5.574 |avg tokens 4563.900 |tokens/s 32019.168 |walltime 973.540 |
Transformer | epoch 0 | step 7030 |avg loss 5.799 |avg tokens 4581.400 |tokens/s 32750.921 |walltime 974.939 |
Transformer | epoch 0 | step 7040 |avg loss 6.885 |avg tokens 4292.000 |tokens/s 32777.665 |walltime 976.248 |
Transformer | epoch 0 | step 7050 |avg loss 6.190 |avg tokens 4325.900 |tokens/s 31858.876 |walltime 977.606 |
Transformer | epoch 0 | step 7060 |avg loss 5.898 |avg tokens 4818.200 |tokens/s 34906.795 |walltime 978.986 |
Transformer | epoch 0 | step 7070 |avg loss 6.393 |avg tokens 4407.900 |tokens/s 33301.174 |walltime 980.310 |
Transformer | epoch 0 | step 7080 |avg loss 6.857 |avg tokens 4781.900 |tokens/s 36023.150 |walltime 981.638 |
Transformer | epoch 0 | step 7090 |avg loss 5.932 |avg tokens 4548.500 |tokens/s 32518.002 |walltime 983.036 |
Transformer | epoch 0 | step 7100 |avg loss 6.123 |avg tokens 4652.300 |tokens/s 33677.197 |walltime 984.418 |
Transformer | epoch 0 | step 7110 |avg loss 6.973 |avg tokens 3993.300 |tokens/s 31860.091 |walltime 985.671 |
Transformer | epoch 0 | step 7120 |avg loss 5.777 |avg tokens 4723.800 |tokens/s 33077.066 |walltime 987.099 |
Transformer | epoch 0 | step 7130 |avg loss 6.580 |avg tokens 4403.300 |tokens/s 32257.599 |walltime 988.464 |
Transformer | epoch 0 | step 7140 |avg loss 5.927 |avg tokens 4635.200 |tokens/s 33245.525 |walltime 989.859 |
Transformer | epoch 0 | step 7150 |avg loss 6.005 |avg tokens 4669.100 |tokens/s 32482.026 |walltime 991.296 |
Transformer | epoch 0 | step 7160 |avg loss 6.000 |avg tokens 4276.500 |tokens/s 32023.207 |walltime 992.631 |
Transformer | epoch 0 | step 7170 |avg loss 6.454 |avg tokens 4189.200 |tokens/s 31265.236 |walltime 993.971 |
Transformer | epoch 0 | step 7180 |avg loss 6.597 |avg tokens 3872.000 |tokens/s 30997.290 |walltime 995.221 |
Transformer | epoch 0 | step 7190 |avg loss 5.836 |avg tokens 4417.200 |tokens/s 31869.677 |walltime 996.607 |
Transformer | epoch 0 | step 7200 |avg loss 5.950 |avg tokens 4595.700 |tokens/s 33042.847 |walltime 997.997 |
Transformer | epoch 0 | step 7210 |avg loss 6.414 |avg tokens 4239.300 |tokens/s 32253.694 |walltime 999.312 |
Transformer | epoch 0 | step 7220 |avg loss 6.222 |avg tokens 4537.500 |tokens/s 32877.285 |walltime 1000.692 |
Transformer | epoch 0 | step 7230 |avg loss 5.949 |avg tokens 4641.100 |tokens/s 34398.307 |walltime 1002.041 |
Transformer | epoch 0 | step 7240 |avg loss 6.010 |avg tokens 4740.400 |tokens/s 33615.263 |walltime 1003.451 |
Transformer | epoch 0 | step 7250 |avg loss 6.049 |avg tokens 4377.700 |tokens/s 32131.461 |walltime 1004.814 |
Transformer | epoch 0 | step 7260 |avg loss 5.998 |avg tokens 4420.000 |tokens/s 31812.413 |walltime 1006.203 |
Transformer | epoch 0 | step 7270 |avg loss 5.488 |avg tokens 4913.500 |tokens/s 34649.216 |walltime 1007.621 |
Transformer | epoch 0 | step 7280 |avg loss 5.794 |avg tokens 4689.600 |tokens/s 34400.971 |walltime 1008.984 |
Transformer | epoch 0 | step 7290 |avg loss 5.957 |avg tokens 4702.200 |tokens/s 33959.987 |walltime 1010.369 |
Transformer | epoch 0 | step 7300 |avg loss 5.899 |avg tokens 4470.300 |tokens/s 33406.890 |walltime 1011.707 |
Transformer | epoch 0 | step 7310 |avg loss 5.858 |avg tokens 4326.200 |tokens/s 32501.731 |walltime 1013.038 |
Transformer | epoch 0 | step 7320 |avg loss 5.916 |avg tokens 4582.800 |tokens/s 33198.764 |walltime 1014.419 |
Transformer | epoch 0 | step 7330 |avg loss 6.040 |avg tokens 4382.600 |tokens/s 33216.798 |walltime 1015.738 |
Transformer | epoch 0 | step 7340 |avg loss 5.717 |avg tokens 4686.300 |tokens/s 33516.858 |walltime 1017.136 |
Transformer | epoch 0 | step 7350 |avg loss 6.204 |avg tokens 4648.500 |tokens/s 34270.093 |walltime 1018.493 |
Transformer | epoch 0 | step 7360 |avg loss 5.434 |avg tokens 4927.200 |tokens/s 34432.738 |walltime 1019.924 |
Transformer | epoch 0 | step 7370 |avg loss 6.505 |avg tokens 4401.400 |tokens/s 33510.955 |walltime 1021.237 |
Transformer | epoch 0 | step 7380 |avg loss 5.431 |avg tokens 4727.200 |tokens/s 32505.871 |walltime 1022.691 |
Transformer | epoch 0 | step 7390 |avg loss 5.748 |avg tokens 4283.700 |tokens/s 30684.929 |walltime 1024.087 |
Transformer | epoch 0 | step 7400 |avg loss 5.391 |avg tokens 4539.300 |tokens/s 32417.171 |walltime 1025.488 |
Transformer | epoch 0 | step 7410 |avg loss 5.781 |avg tokens 4495.000 |tokens/s 31776.599 |walltime 1026.902 |
Transformer | epoch 0 | step 7420 |avg loss 5.820 |avg tokens 4688.500 |tokens/s 34226.103 |walltime 1028.272 |
Transformer | epoch 0 | step 7430 |avg loss 5.576 |avg tokens 4866.200 |tokens/s 34090.669 |walltime 1029.700 |
Transformer | epoch 0 | step 7440 |avg loss 5.919 |avg tokens 4888.200 |tokens/s 35257.574 |walltime 1031.086 |
Transformer | epoch 0 | step 7450 |avg loss 5.880 |avg tokens 4605.200 |tokens/s 33166.032 |walltime 1032.475 |
Transformer | epoch 0 | step 7460 |avg loss 5.763 |avg tokens 4847.200 |tokens/s 33992.690 |walltime 1033.900 |
Transformer | epoch 0 | step 7470 |avg loss 5.752 |avg tokens 4662.600 |tokens/s 33755.835 |walltime 1035.282 |
Transformer | epoch 0 | step 7480 |avg loss 6.008 |avg tokens 4209.700 |tokens/s 30862.211 |walltime 1036.646 |
Transformer | epoch 0 | step 7490 |avg loss 5.737 |avg tokens 4464.500 |tokens/s 32833.396 |walltime 1038.006 |
Transformer | epoch 0 | step 7500 |avg loss 5.723 |avg tokens 4699.700 |tokens/s 32199.674 |walltime 1039.465 |
Transformer | epoch 0 | step 7510 |avg loss 6.067 |avg tokens 4515.600 |tokens/s 32442.334 |walltime 1040.857 |
Transformer | epoch 0 | step 7520 |avg loss 5.838 |avg tokens 4696.500 |tokens/s 34500.394 |walltime 1042.218 |
Transformer | epoch 0 | step 7530 |avg loss 6.088 |avg tokens 4454.000 |tokens/s 32620.960 |walltime 1043.584 |
Transformer | epoch 0 | step 7540 |avg loss 5.740 |avg tokens 4552.300 |tokens/s 32366.917 |walltime 1044.990 |
Transformer | epoch 0 | step 7550 |avg loss 6.288 |avg tokens 4198.500 |tokens/s 30517.972 |walltime 1046.366 |
Transformer | epoch 0 | step 7560 |avg loss 5.844 |avg tokens 4670.900 |tokens/s 33594.024 |walltime 1047.756 |
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 32.0
Transformer | epoch 0 | step 7570 |avg loss 5.377 |avg tokens 4459.900 |tokens/s 31821.218 |walltime 1049.158 |
Transformer | epoch 0 | step 7580 |avg loss 5.715 |avg tokens 4442.400 |tokens/s 32082.419 |walltime 1050.543 |
Transformer | epoch 0 | step 7590 |avg loss 5.479 |avg tokens 4687.200 |tokens/s 33583.866 |walltime 1051.938 |
Transformer | epoch 0 | step 7600 |avg loss 5.636 |avg tokens 4768.900 |tokens/s 33777.046 |walltime 1053.350 |
Transformer | epoch 0 | step 7610 |avg loss 6.217 |avg tokens 4828.000 |tokens/s 34200.807 |walltime 1054.762 |
Transformer | epoch 0 | step 7620 |avg loss 5.782 |avg tokens 4369.000 |tokens/s 31609.313 |walltime 1056.144 |
Transformer | epoch 0 | step 7630 |avg loss 5.795 |avg tokens 4227.700 |tokens/s 31064.483 |walltime 1057.505 |
Transformer | epoch 0 | step 7640 |avg loss 6.207 |avg tokens 4225.600 |tokens/s 31254.278 |walltime 1058.857 |
Transformer | epoch 0 | step 7650 |avg loss 5.622 |avg tokens 4722.400 |tokens/s 34186.568 |walltime 1060.238 |
Transformer | epoch 0 | step 7660 |avg loss 6.016 |avg tokens 4489.500 |tokens/s 33492.715 |walltime 1061.579 |
Transformer | epoch 0 | step 7670 |avg loss 5.892 |avg tokens 4387.600 |tokens/s 32270.361 |walltime 1062.938 |
Transformer | epoch 0 | step 7680 |avg loss 6.296 |avg tokens 4654.100 |tokens/s 33680.885 |walltime 1064.320 |
Transformer | epoch 0 | step 7690 |avg loss 5.360 |avg tokens 4739.400 |tokens/s 32381.452 |walltime 1065.784 |
Transformer | epoch 0 | step 7700 |avg loss 5.843 |avg tokens 4348.300 |tokens/s 31382.568 |walltime 1067.169 |
Transformer | epoch 0 | step 7710 |avg loss 6.299 |avg tokens 4419.700 |tokens/s 32913.829 |walltime 1068.512 |
Transformer | epoch 0 | step 7720 |avg loss 6.926 |avg tokens 3701.600 |tokens/s 28105.495 |walltime 1069.829 |
Transformer | epoch 0 | step 7730 |avg loss 5.596 |avg tokens 4857.200 |tokens/s 33429.321 |walltime 1071.282 |
Transformer | epoch 0 | step 7740 |avg loss 5.711 |avg tokens 4926.300 |tokens/s 35413.027 |walltime 1072.673 |
Transformer | epoch 0 | step 7750 |avg loss 6.135 |avg tokens 4336.200 |tokens/s 30470.233 |walltime 1074.096 |
Transformer | epoch 0 | step 7760 |avg loss 6.755 |avg tokens 4675.800 |tokens/s 36307.739 |walltime 1075.384 |
Transformer | epoch 0 | step 7770 |avg loss 5.287 |avg tokens 4824.400 |tokens/s 33357.105 |walltime 1076.831 |
Transformer | epoch 0 | step 7780 |avg loss 5.684 |avg tokens 4780.400 |tokens/s 34586.022 |walltime 1078.213 |
Transformer | epoch 0 | step 7790 |avg loss 5.904 |avg tokens 4546.100 |tokens/s 32530.998 |walltime 1079.610 |
Transformer | epoch 0 | step 7800 |avg loss 5.964 |avg tokens 4678.500 |tokens/s 34884.159 |walltime 1080.951 |
Transformer | epoch 0 | step 7810 |avg loss 5.884 |avg tokens 4768.400 |tokens/s 34502.732 |walltime 1082.333 |
Transformer | epoch 0 | step 7820 |avg loss 6.137 |avg tokens 4447.400 |tokens/s 32053.922 |walltime 1083.721 |
Transformer | epoch 0 | step 7830 |avg loss 5.289 |avg tokens 4864.000 |tokens/s 34787.233 |walltime 1085.119 |
Transformer | epoch 0 | step 7840 |avg loss 5.960 |avg tokens 4629.300 |tokens/s 33953.344 |walltime 1086.483 |
Transformer | epoch 0 | step 7850 |avg loss 5.868 |avg tokens 4351.200 |tokens/s 31592.371 |walltime 1087.860 |
Transformer | epoch 0 | step 7860 |avg loss 6.126 |avg tokens 4784.400 |tokens/s 34775.201 |walltime 1089.236 |
Transformer | epoch 0 | step 7870 |avg loss 5.792 |avg tokens 4261.800 |tokens/s 31337.723 |walltime 1090.596 |
Transformer | epoch 0 | step 7880 |avg loss 6.735 |avg tokens 3737.100 |tokens/s 28948.148 |walltime 1091.887 |
Transformer | epoch 0 | step 7890 |avg loss 5.875 |avg tokens 4448.800 |tokens/s 31943.232 |walltime 1093.279 |
Transformer | epoch 0 | step 7900 |avg loss 6.474 |avg tokens 4413.300 |tokens/s 32680.932 |walltime 1094.630 |
Transformer | epoch 0 | step 7910 |avg loss 5.864 |avg tokens 4544.700 |tokens/s 33644.435 |walltime 1095.981 |
Transformer | epoch 0 | step 7920 |avg loss 5.680 |avg tokens 4587.500 |tokens/s 33185.915 |walltime 1097.363 |
Transformer | epoch 0 | step 7930 |avg loss 5.878 |avg tokens 4697.700 |tokens/s 34425.155 |walltime 1098.727 |
Transformer | epoch 0 | step 7940 |avg loss 5.822 |avg tokens 4615.300 |tokens/s 33253.211 |walltime 1100.115 |
Transformer | epoch 0 | step 7950 |avg loss 5.325 |avg tokens 4754.700 |tokens/s 33319.762 |walltime 1101.542 |
Transformer | epoch 0 | step 7960 |avg loss 5.750 |avg tokens 4309.300 |tokens/s 31718.288 |walltime 1102.901 |
